name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url,open_min,close_min,hours_note,closed_rule,needs_review,hours_source_url,hours_raw_text,hours_verified,llm_confidence,llm_note
しおのえ,香川県,香川県高松市塩江町安原上東390番地21,8:00～18:00,毎週火曜日（火曜日が祝祭日の場合は翌日休暇）,34.17019,134.08206,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%81%8A%E3%81%AE%E3%81%88,480,1080,8:00 - 19:00（3 - 10月） / 8:00 - 18:00（11 - 2月）,,0,https://www.michi-no-eki.jp/stations/views/19635,8:00～18:00,0,0.9,通常の営業時間
たからだの里さいた,香川県,香川県三豊市財田町財田上180番地6,8:00～18:00,月曜日(祝日の場合営業) ...,34.11017,133.79794,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%8B%E3%82%89%E3%81%A0%E3%81%AE%E9%87%8C%E3%81%95%E3%81%84%E3%81%9F,480,1080,,,1,https://www.michi-no-eki.jp/stations/views/19640,8:00～18:00,0,0.9,通常の営業時間。
とよはま,香川県,香川県観音寺市豊浜町箕浦字大西甲2506番地,9:00～17:00,【売店】月曜日（月曜日が祝日の場合は営業し、翌日が休業日）,34.04264,133.60139,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A8%E3%82%88%E3%81%AF%E3%81%BE,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19639,9:00～17:00,0,1.0,通常の営業時間
ながお,香川県,香川県さぬき市前山940番地12,8:00～16:00,年末年始,34.22125,134.17492,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8C%E3%81%8A,480,960,9:00 - 16:00（月 - 土） / 8:00 - 16:00（日）,,0,https://www.michi-no-eki.jp/stations/views/19642,8:00～16:00,0,1.0,営業時間のみ記載
ふれあいパークみの,香川県,香川県三豊市三野町大見乙74番地,8:30～17:00,毎月第2水曜日(5･7･8･12月は無休),34.22642,133.72286,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%82%8C%E3%81%82%E3%81%84%E3%83%91%E3%83%BC%E3%82%AF%E3%81%BF%E3%81%AE,510,1020,,,0,https://www.michi-no-eki.jp/stations/views/19630,8:30～17:00,0,0.95,4月の営業時間情報
みろく,香川県,香川県さぬき市大川町富田中3298番地1,9:00～17:00,毎週水曜日,34.25814,134.24244,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%82%8D%E3%81%8F,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19634,9:00～17:00,0,0.95,通常の営業時間
大坂城残石記念公園,香川県,香川県土庄町小海甲909-1,9:00～17:00,12月29日～1月3日,34.53394,134.24217,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E5%9D%82%E5%9F%8E%E6%AE%8B%E7%9F%B3%E8%A8%98%E5%BF%B5%E5%85%AC%E5%9C%92,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19641,9:00～17:00,0,1.0,記載なし
小豆島ふるさと村,香川県,香川県小豆島町室生2084番地1,8:30～17:00 ※軽食は10：00～15：00,売店・喫茶：年中無休,34.47111,134.236,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E8%B1%86%E5%B3%B6%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E6%9D%91,510,1020,,,0,https://www.michi-no-eki.jp/stations/views/19632,8:30～17:00 ※軽食は10：00～15：00,0,0.95,軽食は10:00～15:00
小豆島オリーブ公園,香川県,香川県小豆島町西村甲1941番地1,8:30～17:00,年中無休,34.47283,134.27369,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E8%B1%86%E5%B3%B6%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E5%85%AC%E5%9C%92,510,1020,,,0,https://www.michi-no-eki.jp/stations/views/19631,8:30～17:00,0,1.0,None
恋人の聖地 うたづ臨海公園,香川県,香川県宇多津町浜一番丁4番地,9:00 - 21:00,うたづ海ホタル：毎週月曜日（その日が祝日の場合は翌日）年末年始,34.31342,133.80783,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%81%8B%E4%BA%BA%E3%81%AE%E8%81%96%E5%9C%B0_%E3%81%86%E3%81%9F%E3%81%A5%E8%87%A8%E6%B5%B7%E5%85%AC%E5%9C%92,540,1260,,year_end_new_year|weekly:Mon,0,,,,,
津田の松原,香川県,香川県さぬき市津田町津田103番地3,9:00～17:00,1月1日,34.28528,134.25325,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B4%A5%E7%94%B0%E3%81%AE%E6%9D%BE%E5%8E%9F,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19628,9:00～17:00,0,0.9,4月の営業時間。
源平の里むれ,香川県,香川県高松市牟礼町原631番地7[https://www1.g-reiki.net/city.takamatsu/reiki_honbun/o102RG00000626.html 高松市道の駅源平の里むれ条例],9:00～17:00,第1・3水曜日,34.33375,134.15753,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%BA%90%E5%B9%B3%E3%81%AE%E9%87%8C%E3%82%80%E3%82%8C,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19644,9:00～17:00,0,1.0,4月は9:00～17:00
滝宮,香川県,香川県綾川町大字滝宮1578番地,9:00～17:00,毎週火曜日（農産物直売所と鰻のへそを除き祝日等は営業）,34.24992,133.91697,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%BB%9D%E5%AE%AE,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19636,9:00～17:00,0,0.95,4月営業時間
瀬戸大橋記念公園,香川県,香川県,9:00～16:30,] 月曜（注1）但しＧＷ・夏休み期間を除く、12/29～1/1,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%80%AC%E6%88%B8%E5%A4%A7%E6%A9%8B%E8%A8%98%E5%BF%B5%E5%85%AC%E5%9C%92,540,990,通年｜9:00~17:00 ...,,1,https://www.michi-no-eki.jp/stations/views/19627,9:00～16:30,0,1.0,営業時間情報のみ
空の夢もみの木パーク,香川県,香川県まんのう町追上424番地1,8:00～17:30,] 12/31～1/5,34.15489,133.82161,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%A9%BA%E3%81%AE%E5%A4%A2%E3%82%82%E3%81%BF%E3%81%AE%E6%9C%A8%E3%83%91%E3%83%BC%E3%82%AF,480,1050,,,0,https://www.michi-no-eki.jp/stations/views/19633,8:00～17:30,0,0.95,4月の営業時間
香南楽湯,香川県,香川県高松市香南町横井997番地2,10:00～23:00,第3水曜日（祝日の場合は翌日休）,34.23939,134.00733,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%A6%99%E5%8D%97%E6%A5%BD%E6%B9%AF,600,1380,,,0,https://www.michi-no-eki.jp/stations/views/19643,10:00～23:00,0,0.9,4月の営業時間として解釈。
うわじま きさいや広場,愛媛県,愛媛県宇和島市弁天町1丁目318-16,9:00 - 18:00,1月1日（元旦）,33.22239,132.55825,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%86%E3%82%8F%E3%81%98%E3%81%BE_%E3%81%8D%E3%81%95%E3%81%84%E3%82%84%E5%BA%83%E5%A0%B4,540,1080,,date:01-01,0,,,,,
きなはい屋しろかわ,愛媛県,愛媛県西予市城川町下相1008番地1,9:00～18:00,／9:00～18:00、無休,33.37978,132.74942,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8D%E3%81%AA%E3%81%AF%E3%81%84%E5%B1%8B%E3%81%97%E3%82%8D%E3%81%8B%E3%82%8F,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19652,9:00～18:00,0,1.0,通常の営業時間。
しまなみの駅御島,愛媛県,愛媛県今治市大三島町宮浦3260,8:30～17:00,年中無休,34.24894,133.00533,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%81%BE%E3%81%AA%E3%81%BF%E3%81%AE%E9%A7%85%E5%BE%A1%E5%B3%B6,510,1020,,,0,https://www.michi-no-eki.jp/stations/views/19659,8:30～17:00,0,0.9,4月の営業時間情報
どんぶり館,愛媛県,愛媛県西予市宇和町稲生118,8:00～18:00,毎週土曜日.,33.35497222,132.52713889,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A9%E3%82%93%E3%81%B6%E3%82%8A%E9%A4%A8,480,1080,,,0,https://www.michi-no-eki.jp/stations/views/19671,8:00～18:00,0,0.9,4月営業時間
なかやま,愛媛県,愛媛県伊予市中山町中山子271,8:00~17:00（店舗により異なる）,第３月曜日,33.66981,132.69483,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8B%E3%82%84%E3%81%BE,480,1020,,,0,https://www.michi-no-eki.jp/stations/views/19922,8:00~17:00（店舗により異なる）,0,0.8,店舗により異なる。
ひろた,愛媛県,愛媛県砥部町総津162-1,8:30～17:00,] 毎月第1月曜日(祝日の場合は翌日)、12/31～1/3,33.64053,132.79986,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B2%E3%82%8D%E3%81%9F,510,1020,,,0,https://www.michi-no-eki.jp/stations/views/19648,8:30～17:00,0,0.95,4月の営業時間。
ふたみ,愛媛県,愛媛県伊予市双海町高岸2326,9:00～18:00（レストラン11:00～18:00）　定休日：第3火曜日（7・8月は無休）,第3火曜日,33.68508,132.63403,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%81%9F%E3%81%BF,540,1080,,3rd Tuesday of the month (excluding July and August),0,https://www.michi-no-eki.jp/stations/views/19649,9:00～18:00（レストラン11:00～18:00）　定休日：第3火曜日（7・8月は無休）,0,0.95,Restaurant hours: 11:00-18:00
みかわ (愛媛県),愛媛県,愛媛県久万高原町上黒岩2840-1,8:00～18:00,3/17(火). 年末年始は売店・ヤマザキショップは12/31～1/2がお休み。 久万山 ...,33.61419,132.97,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%8B%E3%82%8F_(%E6%84%9B%E5%AA%9B%E7%9C%8C),480,1080,,,1,https://www.michi-no-eki.jp/stations/views/19661,8:00～18:00,0,0.9,通常営業時間
みしょうMIC,愛媛県,愛媛県愛南町御荘平城4296番地1,8:00～17:30,年中無休,32.95878,132.56139,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%97%E3%82%87%E3%81%86MIC,480,1050,,,0,https://www.michi-no-eki.jp/stations/views/19653,8:00～17:30,0,0.95,通常の営業時間。
みま,愛媛県,愛媛県宇和島市三間町務田180-1,9:00～17:00,1月1日、毎週火曜日（祝日の場合は翌日に振替）,33.28642,132.59606,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%BE,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19665,9:00～17:00,0,0.95,通常の営業時間
よしうみいきいき館,愛媛県,愛媛県今治市吉海町名4520-2,9:00～17:00,は変更となる場合がございますので、ご来店前に店舗にご確認ください。,34.12739,133.02203,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%88%E3%81%97%E3%81%86%E3%81%BF%E3%81%84%E3%81%8D%E3%81%84%E3%81%8D%E9%A4%A8,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/19663,9:00～17:00,0,0.95,4月の通常営業時間
マイントピア別子,愛媛県,愛媛県,9:00～22:00（施設により異なる）,／2月第3週の月曜日から１週間程度休館,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%83%9E%E3%82%A4%E3%83%B3%E3%83%88%E3%83%94%E3%82%A2%E5%88%A5%E5%AD%90,540,1320,エリアMAP,,1,https://www.michi-no-eki.jp/stations/views/19646,9:00～22:00（施設により異なる）,0,0.8,施設により営業時間が異なる
今治市多々羅しまなみ公園,愛媛県,愛媛県今治市上浦町大字井口9180-2,9:00～17:00,] ※冬季休館日あり,34.25492,133.05447,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BB%8A%E6%B2%BB%E5%B8%82%E5%A4%9A%E3%80%85%E7%BE%85%E3%81%97%E3%81%BE%E3%81%AA%E3%81%BF%E5%85%AC%E5%9C%92,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/19658,9:00～17:00,0,1.0,None
今治湯ノ浦温泉,愛媛県,愛媛県今治市長沢甲252-2,9:00～18:00,／無休,33.99278,133.04844,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BB%8A%E6%B2%BB%E6%B9%AF%E3%83%8E%E6%B5%A6%E6%B8%A9%E6%B3%89,540,1080,9:00 - 18:00 / （7・8月のみ8:30 - 18:30）,,0,https://www.michi-no-eki.jp/stations/views/19654,9:00～18:00,0,1.0,通常営業時間
伊方きらら館,愛媛県,愛媛県伊方町九町越,9:00～17:30,／4月～9月 9:30～5:30、10月～3月 9:30～5:00　年末年始（12/29～1/1）,33.48092,132.30767,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%8A%E6%96%B9%E3%81%8D%E3%82%89%E3%82%89%E9%A4%A8,540,1050,9:00 - 18:00（4 - 9月） / 9:00 - 17:00（10 - 3月）,,0,https://www.michi-no-eki.jp/stations/views/19651,9:00～17:30,0,0.9,通常の営業時間
伯方S・Cパーク,愛媛県,愛媛県今治市伯方町叶浦甲1668-1,9:00 - 17:00,] 無休　＊冬季休館日あり,34.20278,133.0755,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%AF%E6%96%B9S%E3%83%BBC%E3%83%91%E3%83%BC%E3%82%AF,540,1020,,none,1,,,,,
佐田岬半島ミュージアム,愛媛県,愛媛県伊方町塩成乙293,9:30～17:00,月曜日（月曜日が祝日の場合はその翌平日）、,33.44744,132.25811,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BD%90%E7%94%B0%E5%B2%AC%E5%8D%8A%E5%B3%B6%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0,570,1020,,,0,https://www.michi-no-eki.jp/stations/views/19645,9:30～17:00,0,0.95,標準的な営業時間。
八幡浜みなっと,愛媛県,愛媛県八幡浜市字沖新田1581番地23,9:00～21:30,] 不定休,33.45819,132.41825,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%85%AB%E5%B9%A1%E6%B5%9C%E3%81%BF%E3%81%AA%E3%81%A3%E3%81%A8,540,1290,,,1,https://www.michi-no-eki.jp/stations/views/19669,9:00～21:30,0,1.0,通常の営業時間
内子フレッシュパークからり,愛媛県,愛媛県内子町大字内子2452,直売所8：00～17：00（施設・季節により変動あり）,毎週水曜日,33.55492,132.65847,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%86%85%E5%AD%90%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%91%E3%83%BC%E3%82%AF%E3%81%8B%E3%82%89%E3%82%8A,480,1020,,,0,https://www.michi-no-eki.jp/stations/views/19650,直売所8：00～17：00（施設・季節により変動あり）,0,0.8,季節により変動あり
天空の郷さんさん,愛媛県,愛媛県久万高原町入野1855番地6,9:00～17:00,みちのえき　てんくうのさとさんさん,33.66117,132.89847,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A9%E7%A9%BA%E3%81%AE%E9%83%B7%E3%81%95%E3%82%93%E3%81%95%E3%82%93,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/19672,9:00～17:00,0,1.0,4月の営業時間。
小松オアシス,愛媛県,愛媛県西条市小松町新屋敷乙22-29,9:00～19:00,] 年中無休,33.88364,133.10767,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E6%9D%BE%E3%82%AA%E3%82%A2%E3%82%B7%E3%82%B9,540,1140,,,0,https://www.michi-no-eki.jp/stations/views/19660,9:00～19:00,0,0.9,通常の営業時間
小田の郷せせらぎ,愛媛県,愛媛県内子町寺村251番地1,8:00〜18:00（4月〜9月）、8:00〜17:30（10月〜3月）,] 12／31～1/3,33.56853,132.80072,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E7%94%B0%E3%81%AE%E9%83%B7%E3%81%9B%E3%81%9B%E3%82%89%E3%81%8E,480,1080,,,0,https://www.michi-no-eki.jp/stations/views/19666,8:00〜18:00（4月〜9月）、8:00〜17:30（10月〜3月）,0,1.0,4月～9月の営業時間
広見森の三角ぼうし,愛媛県,愛媛県鬼北町大字永野市138番地6,9:00～17:30(時短営業中),／月曜（祝日の場合営業）、8月無休、年始（1/1）,33.254,132.687,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%BA%83%E8%A6%8B%E6%A3%AE%E3%81%AE%E4%B8%89%E8%A7%92%E3%81%BC%E3%81%86%E3%81%97,540,1050,,,0,https://www.michi-no-eki.jp/stations/views/19656,9:00～17:30(時短営業中),0,0.95,時短営業中
日吉夢産地,愛媛県,愛媛県鬼北町下鍵山54番地,8:30～19:00,〒798-1502 愛媛県北宇和郡鬼北町下鍵山54,33.33025,132.79831,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%97%A5%E5%90%89%E5%A4%A2%E7%94%A3%E5%9C%B0,510,1140,,,1,https://www.michi-no-eki.jp/stations/views/19647,8:30～19:00,0,0.9,営業時間情報のみ記載。
