name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url,open_min,close_min,hours_note,closed_rule,needs_review,hours_source_url,hours_raw_text,hours_verified,llm_confidence,llm_note
みんまや,青森県,青森県外ヶ浜町字三厩龍浜99,8:40～17:00　＜冬期閉鎖あり＞,冬期閉鎖（11月上旬～4月中旬予定）. 道の駅・みんまや ホームページ.,41.25397,140.34672,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%82%93%E3%81%BE%E3%82%84,520,1020,,,1,https://www.michi-no-eki.jp/stations/views/18918,8:40～17:00　＜冬期閉鎖あり＞,0,0.8,冬期閉鎖あり
もりた,青森県,青森県つがる市森田町床舞稚桜4-1,9:00～18:00　≪冬期・営業時間短縮あり≫,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,40.78439,140.32225,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%82%E3%82%8A%E3%81%9F,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/18913,9:00～18:00　≪冬期・営業時間短縮あり≫,0,0.8,Winter time reduced hours apply.
よこはま,青森県,青森県横浜町字林ノ脇79-12,＜4月～10月＞8:30～18:00　＜11月～3月＞9：00～17：30　　　　　　　　　＜定休日　12/31、1/1、1月～3月の火曜日＞,（火曜日が祭日の場合は翌水曜日が定休日）,41.08369,141.257,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%88%E3%81%93%E3%81%AF%E3%81%BE,510,1080,8:00 - 20:00（5月 - 8月） / 9:00 - 17:30（11月 - 3月） / 8:00 - 18:00（上記以外）,"12/31, 1/1, January-March Tuesdays",0,https://www.michi-no-eki.jp/stations/views/18917,＜4月～10月＞8:30～18:00　＜11月～3月＞9：00～17：30　　　　　　　　　＜定休日　12/31、1/1、1月～3月の火曜日＞,0,0.95,4月～10月は8:30～18:00、11月～3月は9:00～17:30。12/31、1/1、1月～3月の火曜日が定休日。
ろくのへ,青森県,青森県六戸町大字犬落瀬字後田87,9:00～18:00　≪冬期・営業時間短縮あり≫,年末年始 12/31～01/03,40.60636,141.32475,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%8D%E3%81%8F%E3%81%AE%E3%81%B8,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/18926,9:00～18:00　≪冬期・営業時間短縮あり≫,0,0.8,冬期営業時間の短縮あり
わきのさわ,青森県,青森県むつ市脇野沢七引201-5,9:00～17:00,無休(11～12月は「鯛島の館」で営業、土・日曜、祝日休み、1～3月は冬期閉鎖),41.16794,140.80478,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%8F%E3%81%8D%E3%81%AE%E3%81%95%E3%82%8F,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/18903,9:00～17:00,0,0.95,通常の営業時間。
十三湖高原,青森県,青森県五所川原市相内実取287-1058,9:00～18:00（冬期・営業時間短縮あり）＜休　12/31～1/2＞,12月31日～1月2日,41.04572,140.384,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8D%81%E4%B8%89%E6%B9%96%E9%AB%98%E5%8E%9F,540,1080,9:00 - 18:00（4月 - 10月） / 9:00 - 17:00（11月 - 3月）,12/31-01/02,0,https://www.michi-no-eki.jp/stations/views/18910,9:00～18:00（冬期・営業時間短縮あり）＜休　12/31～1/2＞,0,0.9,冬期営業時間短縮あり
奥入瀬,青森県,青森県十和田市奥瀬字堰道39-1,9:00～18:00　＜休　12/31～1/1＞,水曜日,40.58519,141.11739,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A5%A5%E5%85%A5%E7%80%AC,540,1080,,12/31-01/01,0,https://www.michi-no-eki.jp/stations/views/18907,9:00～18:00　＜休　12/31～1/1＞,0,0.95,December 31st to January 1st is closed.
津軽白神,青森県,青森県西目屋村大字田代字神田219番地1,9:00～17:00（冬季間9:00～16:00）,12月31日・1月1日,40.57767,140.30042,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B4%A5%E8%BB%BD%E7%99%BD%E7%A5%9E,540,1020,|都道府県名 = 青森県,,1,https://www.michi-no-eki.jp/stations/views/19899,9:00～17:00（冬季間9:00～16:00）,0,0.9,冬季は16:00まで
浅虫温泉,青森県,青森県青森市大字浅虫字螢谷341-19,7:00～20:30〔施設により異なる〕,無休（メンテナンスの為毎年2月に2日間有）. 駐車場: 172台. バリアフリー.,40.89169,140.86142,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B5%85%E8%99%AB%E6%B8%A9%E6%B3%89,420,1230,9:00 - 19:00 / 9:00 - 21:00（7・8月） / 9:00 - 18:00（12月 - 3月）,,0,https://www.michi-no-eki.jp/stations/views/18914,7:00～20:30〔施設により異なる〕,0,0.8,施設により異なる
虹の湖,青森県,青森県黒石市大字沖浦字山神1-5,9:00～16:00（営業時間短縮あり）,② 無料休憩所 管理棟,40.58081,140.6875,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%99%B9%E3%81%AE%E6%B9%96,540,960,,,1,https://www.michi-no-eki.jp/stations/views/18902,9:00～16:00（営業時間短縮あり）,0,0.8,営業時間短縮あり
いわいずみ,岩手県,岩手県岩泉町乙茂字乙茂90-1,8:30～18:00（夏期）、8:30～17:30（冬期）,年中無休,39.84231,141.86267,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%84%E3%82%8F%E3%81%84%E3%81%9A%E3%81%BF,510,1080,,,0,https://www.michi-no-eki.jp/stations/views/18932,8:30～18:00（夏期）、8:30～17:30（冬期）,0,0.9,4月は夏期営業時間。
いわて北三陸,岩手県,岩手県久慈市夏井町鳥谷第7地割3-2,9:00~19:00＜休　1/1＞,] 1月1日 (その他臨時休業する場合がございます),40.22531767,141.78201155,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%84%E3%82%8F%E3%81%A6%E5%8C%97%E4%B8%89%E9%99%B8,540,1140,|郵便番号 = 028-0001,1/1,1,https://www.michi-no-eki.jp/stations/views/21974,9:00~19:00＜休　1/1＞,0,0.9,4月の営業時間は9:00～19:00。1月1日は休業。
おおの (岩手県),岩手県,岩手県洋野町大野第58地割12番地30,9:00～17:00〔施設により異なる〕,12月30日〜1月3日. Instagram · Facebook · Contact · ホーム · イベント · 目的から探す · 施設案内 · ご利用案内 · 団体・教育旅行 ...,40.27764,141.66556,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%AE_(%E5%B2%A9%E6%89%8B%E7%9C%8C),540,1020,,,0,https://www.michi-no-eki.jp/stations/views/18930,9:00～17:00〔施設により異なる〕,0,0.8,施設により異なる
おりつめ,岩手県,岩手県九戸村大字山屋2-28-1,8:00～19:00 ＜休　1/1、1/2＞,年末年始. アクセス: ルート1： 二戸駅 → 【バス30分】 ...,40.24836,141.41661,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%82%8A%E3%81%A4%E3%82%81,480,1140,,"1/1, 1/2",0,https://www.michi-no-eki.jp/stations/views/18951,8:00～19:00 ＜休　1/1、1/2＞,0,0.9,4月の営業時間を優先
かわさき,岩手県,岩手県一関市川崎町薄衣字法道地42-3,9:00～19:00（12～2月は9:00～18:00）,3月から11月 9時から19時 12月から2月 9時から18時年中無休; 電話番号: 0191-36 ...,38.89867,141.27239,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%82%8F%E3%81%95%E3%81%8D,540,1140,,,1,https://www.michi-no-eki.jp/stations/views/18952,9:00～19:00（12～2月は9:00～18:00）,0,0.9,12-2月は18:00まで
くじ,岩手県,岩手県久慈市中町2丁目5番6,9:00～19:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,駐車場,40.18969,141.76517,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8F%E3%81%98,540,1140,,01/01,1,https://www.michi-no-eki.jp/stations/views/18956,9:00～19:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,0,0.8,冬期営業時間短縮あり
くずまき高原,岩手県,岩手県葛巻町葛巻39-159-3,9:00～18:00　≪冬期・営業時間短縮あり≫　＜休　1/1～1/2＞,1月1日、2日; 販 売：地元のお野菜、高原 ...,39.98453,141.33972,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8F%E3%81%9A%E3%81%BE%E3%81%8D%E9%AB%98%E5%8E%9F,540,1080,,1/1～1/2,1,https://www.michi-no-eki.jp/stations/views/18946,9:00～18:00　≪冬期・営業時間短縮あり≫　＜休　1/1～1/2＞,0,0.8,冬期営業時間の短縮期間あり
さんりく,岩手県,岩手県大船渡市三陸町越喜来字井戸洞95-27,9:00～18:00,年中無休,39.12114,141.799,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%95%E3%82%93%E3%82%8A%E3%81%8F,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/18944,9:00～18:00,0,1.0,通常の営業時間
たのはた,岩手県,岩手県田野畑村菅窪151-6,9:00～17:00〔施設により異なる〕　＜休　12/31~1/1＞,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,39.91430556,141.90266667,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%AE%E3%81%AF%E3%81%9F,540,1020,,12/31~1/1,1,https://www.michi-no-eki.jp/stations/views/18935,9:00～17:00〔施設により異なる〕　＜休　12/31~1/1＞,0,0.8,施設により異なる
たろう,岩手県,岩手県宮古市田老2-5-1[http://www.michinoeki-tohoku.com/%E9%81%93%E3%81%AE%E9%A7%85%E3%83%BB%E3%81%9F%E3%82%8D%E3%81%86%E7%A7%BB%E8%BB%A2%E4%BB%AE%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.html 道の駅・たろう移転仮オープンについて] 東北「道の駅」連絡会,9:00～17:00（産直とれたろう）,１月１日,39.73764,141.97167,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%82%8D%E3%81%86,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/18934,9:00～17:00（産直とれたろう）,0,0.95,産直とれたろう
だいとう,岩手県,岩手県一関市大東町渋民字西風47番地1,9:00 - 19:00（3 - 11月） / 9:00 - 18:00（12 - 2月）,4月から11月 9時から19時 12月から3月 9時から18時年中無休; 電話番号: 0191-34-7126 ...,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A0%E3%81%84%E3%81%A8%E3%81%86,540,1140,9:00 - 19:00（3 - 11月） / 9:00 - 18:00（12 - 2月）,none,1,,,,,
とうわ,岩手県,岩手県花巻市東和町安俵6区147番地2,9:00～17:00,東和温泉／毎月第1水曜日（1月、5月は第2水曜日）,39.38278,141.22214,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A8%E3%81%86%E3%82%8F,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/18949,9:00～17:00,0,0.95,通常の営業時間。
にしね,岩手県,岩手県八幡平市大更2-154-36,4月～10月 8:30～17:00　11月～3月 9:00～17:00　＜休　12/31～1/1＞,", 12/31、1/1、1/2. 和風レストラン. 営業時間：, 11：00～16：30 （ラストオーダー16：00）. ソフトクリームは17：00まで. 休館日： ...",39.88003,141.09925,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AB%E3%81%97%E3%81%AD,510,1020,9:00 - 18:30（4月 - 10月） / 9:00 - 17:00（11月 - 3月）,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/18937,4月～10月 8:30～17:00　11月～3月 9:00～17:00　＜休　12/31～1/1＞,0,0.95,4月～10月は8:30～17:00、11月～3月は9:00～17:00。年末年始休館。
のだ,岩手県,岩手県野田村大字野田25-3-1,9:00～18:00　＜休　1/1、3/31、9/30＞,年末年始,40.11294,141.80686,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AE%E3%81%A0,540,1080,,"1/1, 3/31, 9/30",0,https://www.michi-no-eki.jp/stations/views/18933,9:00～18:00　＜休　1/1、3/31、9/30＞,0,0.95,4月の営業時間を優先
はなまき西南,岩手県,岩手県花巻市轟木7地割203,物産館「すぎの樹」　9:00～17:00　　　食堂「味楽苑」　11:00～14:00、17:00～21:30　　加工室「ミレットキッチン花」,年末年始,39.35969,141.05569,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AF%E3%81%AA%E3%81%BE%E3%81%8D%E8%A5%BF%E5%8D%97,540,1020,|郵便番号 = 025-0131,,1,https://www.michi-no-eki.jp/stations/views/19944,物産館「すぎの樹」　9:00～17:00　　　食堂「味楽苑」　11:00～14:00、17:00～21:30　　加工室「ミレットキッチン花」,0,0.95,None
はやちね,岩手県,岩手県花巻市大迫町内川目第10地割30番地114,売店9:00～17:30 ＜休み:火曜日と冬期（11月下旬～4月中旬）＞ トイレとスタンプと自販機は24時間年中無休で利用可,火曜日、11月下旬～4月中旬 ; お問い合わせ: 電話番号: ...,39.53672,141.34047,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AF%E3%82%84%E3%81%A1%E3%81%AD,540,1050,,火曜日,0,https://www.michi-no-eki.jp/stations/views/18941,売店9:00～17:30 ＜休み:火曜日と冬期（11月下旬～4月中旬）＞ トイレとスタンプと自販機は24時間年中無休で利用可,0,0.9,売店。トイレ、スタンプ、自販機は24時間。
ふなこし,岩手県,岩手県山田町船越第6地割141番地,|郵便番号=028-1371,不定休□営業時間:9:00～18:00、食堂コーナー10:00～16:30. 道の駅 ... 〒028-1311岩手県下閉伊郡山田町大沢2-1-6; 協会組織概要 · □トップ ...,39.43703611,141.97314167,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%81%AA%E3%81%93%E3%81%97,540,1080,|郵便番号=028-1371,,1,,,1,,
みずさわ,岩手県,岩手県奥州市水沢姉体町字石川原51-3,売店9:00～18:00　＜休　1/1＞ 、レストラン11:00～18:00(ラストオーダー17:00),交流館 1/1 · アクセス ...,39.09419,141.18156,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%9A%E3%81%95%E3%82%8F,540,1080,,1/1,1,https://www.michi-no-eki.jp/stations/views/18936,売店9:00～18:00　＜休　1/1＞ 、レストラン11:00～18:00(ラストオーダー17:00),0,0.9,売店営業時間。レストランは11:00～18:00（ラストオーダー17:00）
みやこ,岩手県,岩手県宮古市臨港通1-20,8:45～17:00〔施設により異なる〕,,39.63894,141.97017,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%82%84%E3%81%93,525,1020,,,1,https://www.michi-no-eki.jp/stations/views/18954,8:45～17:00〔施設により異なる〕,0,0.8,施設により異なる
みやもり,岩手県,岩手県遠野市宮守町下宮守30-37-1,9:00～18:00≪冬期・営業時間短縮あり≫,直売所・観光案内所／第2 ...,39.346,141.35133,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%82%84%E3%82%82%E3%82%8A,540,1080,9:00 - 18:00（4月 - 10月） / 9:00 - 17:30（11月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/18939,9:00～18:00≪冬期・営業時間短縮あり≫,0,0.8,冬期営業時間の短縮あり
むろね,岩手県,岩手県一関市室根町折壁字向山131番地9,9:00-18:00,年中無休 ...,38.93122,141.44819,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%80%E3%82%8D%E3%81%AD,540,1080,|都道府県名 = 岩手県,,1,https://www.michi-no-eki.jp/stations/views/19900,9:00-18:00,0,1.0,None
もりおか渋民,岩手県,岩手県盛岡市渋民字渋民80-42,|郵便番号 = 028-4132,年中無休,39.845022,141.173318,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%82%E3%82%8A%E3%81%8A%E3%81%8B%E6%B8%8B%E6%B0%91,540,1080,|郵便番号 = 028-4132,none,1,,,1,,
やまだ,岩手県,岩手県山田町山田第5地割66番地1,9:00～18:00,1月1日,39.4783,141.9533,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%81%BE%E3%81%A0,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/18942,9:00～18:00,0,0.9,4月の標準営業時間。
