name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url,open_min,close_min,hours_note,closed_rule,needs_review,hours_source_url,hours_raw_text,hours_verified,llm_confidence,llm_note
小石原,福岡県,福岡県東峰村大字小石原941番地3,9:00～18:00,年末年始,33.46517,130.82572,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E7%9F%B3%E5%8E%9F,540,1080,9:00 - 18:00（4 - 10月、平日） / 9:00 - 19:00（4 - 10月、土日祝） / 9:00 - 17:00（11 - 3月）,,0,https://www.michi-no-eki.jp/stations/views/19697,9:00～18:00,0,0.95,4月の営業時間が明示的に記載。
歓遊舎ひこさん,福岡県,福岡県添田町大字野田1113番1,9:00～18:00,不定休,33.5495,130.86011,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%AD%93%E9%81%8A%E8%88%8E%E3%81%B2%E3%81%93%E3%81%95%E3%82%93,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19703,9:00～18:00,0,1.0,通常営業
筑前みなみの里,福岡県,福岡県筑前町三並866,|郵便番号 = 838-0205,第3水曜日（祝日の場合は翌日）. 駐車場: 小型205台、大型4台、身障者用4台. バリアフリー.,33.46706,130.62456,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%AD%91%E5%89%8D%E3%81%BF%E3%81%AA%E3%81%BF%E3%81%AE%E9%87%8C,,,|郵便番号 = 838-0205,weekly:Wed|nth_weekday:3:Wed,1,,,,,
豊前おこしかけ,福岡県,福岡県豊前市大字四郎丸1041-1,8:00～19:00（11～3月は8:00～18:00）,なし; URL ...,33.61411,131.10094,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%B1%8A%E5%89%8D%E3%81%8A%E3%81%93%E3%81%97%E3%81%8B%E3%81%91,480,1140,8:00 - 19:00（4 - 10月） / 8:00 - 18:00（11 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/19696,8:00～19:00（11～3月は8:00～18:00）,0,0.9,11月～3月は18:00まで。
香春,福岡県,福岡県香春町大字鏡山1870番地1,9:00～18:00,第3水曜日および1月1日～3日（3日間）,33.67653,130.85983,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%A6%99%E6%98%A5,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19706,9:00～18:00,0,1.0,None
うれしの まるく,佐賀県,佐賀県嬉野市嬉野町大字下宿甲4370-2,9:00 - 19:00,・営業時間,33.1066964,129.9971175,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%86%E3%82%8C%E3%81%97%E3%81%AE_%E3%81%BE%E3%82%8B%E3%81%8F,540,1140,,,1,,,,,
かみみね,佐賀県,佐賀県三養基郡 上峰町大字坊所1550-3,9：00 - 18：00,毎月第2水曜日、年末年始（12月31日から1 ...,33.33408,130.41722,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%81%BF%E3%81%BF%E3%81%AD,540,1080,,year_end_new_year|weekly:Wed|nth_weekday:2:Wed|date:12-31,1,,,,,
しろいし,佐賀県,佐賀県杵島郡白石町大字福富下分306-4,9:00 - 18:00,毎月第3水曜日/年末年始,33.17694,130.19606,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%82%8D%E3%81%84%E3%81%97,540,1080,,year_end_new_year|weekly:Wed|nth_weekday:3:Wed,0,,,,,
伊万里,佐賀県,佐賀県伊万里市南波多町井手野2754番地9,8:00～18:00,特産館：1/1から1/3、ただし施設メンテナンス、職員研修で不定休あり,33.31358,129.92911,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%8A%E4%B8%87%E9%87%8C,480,1080,,,1,https://www.michi-no-eki.jp/stations/views/19713,8:00～18:00,0,1.0,営業時間情報のみ記載
厳木,佐賀県,佐賀県唐津市厳木町牧瀬692-1,8:00～18:00,1月1～2日,33.31114,130.07189,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8E%B3%E6%9C%A8,480,1080,,,1,https://www.michi-no-eki.jp/stations/views/19712,8:00～18:00,0,1.0,営業時間情報のみ記載
吉野ヶ里,佐賀県,佐賀県吉野ヶ里町松隈1710-11,9:00～18:00,第3水曜,33.3805,130.39733,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%90%89%E9%87%8E%E3%83%B6%E9%87%8C,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19717,9:00～18:00,0,1.0,通常の営業時間
大和,佐賀県,佐賀県佐賀市大和町梅野805番地,9:00～18:00,1月1日から1月3日 · 所在地: 〒840-0203 佐賀市大和町大字梅野805 · 駐車場: あり 56台（大型8台・小型46台・身障者用2台） · アクセス: 車：長崎 ...,33.339,130.25786,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E5%92%8C,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19716,9:00～18:00,0,0.9,一般的な営業時間
太良,佐賀県,佐賀県太良町大字伊福甲3488-2,9:00～18:00,1月1日,33.04722,130.16942,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%AA%E8%89%AF,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19718,9:00～18:00,0,0.9,通常営業時間
山内,佐賀県,佐賀県武雄市山内町大字三間坂甲14697-2,8:30～18:00,年末年始のみ（12月31日から1月3日） ; 所在地: 〒849-2303 佐賀県武雄市山内町三間坂大字三間坂甲14697-2 ; 駐車場: 普通自動車：58台 ...,33.19178,129.95617,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B1%B1%E5%86%85,510,1080,,,0,https://www.michi-no-eki.jp/stations/views/19715,8:30～18:00,0,1.0,通常の営業時間。
桃山天下市,佐賀県,佐賀県唐津市鎮西町名護屋1859,9:00～18:00,毎週火曜日営業時間 ...,33.52878,129.87322,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%A1%83%E5%B1%B1%E5%A4%A9%E4%B8%8B%E5%B8%82,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19714,9:00～18:00,0,0.95,通常の営業時間。
鹿島,佐賀県,佐賀県鹿島市大字音成甲4427-6,9:00～18:00,要問合せ（干潟体験期間4月下旬～10月末） · 所在地: 〒849-1323 佐賀県鹿島市音成甲4427−6 · 料金: 干潟体験に関する料金は、関連リンク ...,33.07492,130.14575,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%B9%BF%E5%B3%B6,540,1080,9:00 ~ 18:00,,1,https://www.michi-no-eki.jp/stations/views/19711,9:00～18:00,0,1.0,4月は9:00～18:00営業
251いいもりじゃがーロード,長崎県,長崎県諫早市飯盛町上原1376,道の駅事務室　8:30～17:00　　　　　　　　　　　　　　　　　　　　　　　　直売所　　　　8:00～17:00,年末年始,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85251%E3%81%84%E3%81%84%E3%82%82%E3%82%8A%E3%81%98%E3%82%83%E3%81%8C%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%89,480,1020,|郵便番号 = 854-1104,,1,https://www.michi-no-eki.jp/stations/views/22689,道の駅事務室　8:30～17:00　　　　　　　　　　　　　　　　　　　　　　　　直売所　　　　8:00～17:00,0,0.95,事務室と直売所の営業時間をまとめて解釈。直売所の方が早い時間で開店。
さいかい,長崎県,長崎県西海市西海町木場郷488-1,9:00～18:00（4月～9月）、9:00～17:00（10月～3月）　＜休　12/31～1/1＞,12月31日、1月1日 ...,33.043,129.69569,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%95%E3%81%84%E3%81%8B%E3%81%84,540,1080,9:00 - 18:00（4 - 9月） / 9:00 - 17:00（10 - 3月）,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/19723,9:00～18:00（4月～9月）、9:00～17:00（10月～3月）　＜休　12/31～1/1＞,0,0.95,4月～9月は18時閉鎖。10月～3月は17時閉鎖。
させぼっくす 99,長崎県,長崎県佐世保市愛宕町11番地,10:00～18：00,,33.20172,129.67183,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%95%E3%81%9B%E3%81%BC%E3%81%A3%E3%81%8F%E3%81%99_99,600,1080,|都道府県名=長崎県,,1,https://www.michi-no-eki.jp/stations/views/19857,10:00～18：00,0,0.95,標準的な営業時間
ひまわり,長崎県,長崎県南島原市深江町丁6077,9:00～17:00,は変更となる場合がございますので、ご来店前に店舗にご確認ください。,32.7395,130.36767,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B2%E3%81%BE%E3%82%8F%E3%82%8A,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/19720,9:00～17:00,0,1.0,通常の営業時間
夕陽が丘そとめ,長崎県,長崎県長崎市東出津町149番地2,9:00～18:00（施設により異なる）,に伴う、サンドイッチ販売のお休みについて,32.83589,129.70372,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%95%E9%99%BD%E3%81%8C%E4%B8%98%E3%81%9D%E3%81%A8%E3%82%81,540,1080,8:30 - 18:00（店舗・売店）,,1,https://www.michi-no-eki.jp/stations/views/19724,9:00～18:00（施設により異なる）,0,0.8,施設により異なる
彼杵の荘,長崎県,長崎県東彼杵町彼杵宿郷747-2,08:00～17:30（施設により異なる）＜休1/1～1/3、12/31＞　　　　　　　　　　　　　物産　08:00～17:30　（野菜、弁当、お茶、くじら、土産品）　　　　　　　　食堂　11:00～14:00　（田舎うどん、くじらだご汁、くじら釜めし）　　　　　屋台　09:00～16:00　（茶ちゃ焼、ソフトクリーム、水出しそのぎ茶）,１月１日～１月３日,33.03583,129.91994,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%BD%BC%E6%9D%B5%E3%81%AE%E8%8D%98,480,1050,7:00 - 19:00（店舗・売店）,"1/1～1/3, 12/31",0,https://www.michi-no-eki.jp/stations/views/19722,08:00～17:30（施設により異なる）＜休1/1～1/3、12/31＞　　　　　　　　　　　　　物産　08:00～17:30　（野菜、弁当、お茶、くじら、土産品）　　　　　　　　食堂　11:00～14:00　（田舎うどん、くじらだご汁、くじら釜めし）　　　　　屋台　09:00～16:00　（茶ちゃ焼、ソフトクリーム、水出しそのぎ茶）,0,0.9,施設によって営業時間が異なる。物産品販売、食堂、屋台それぞれ異なる営業時間。
昆虫の里たびら,長崎県,長崎県平戸市田平町深月免521番地,9:00～19:00　＜休　12/31～1/2＞,12月31日～1月3日,33.3175,129.6031,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%98%86%E8%99%AB%E3%81%AE%E9%87%8C%E3%81%9F%E3%81%B3%E3%82%89,540,1140,,12/31～1/2,0,https://www.michi-no-eki.jp/stations/views/19721,9:00～19:00　＜休　12/31～1/2＞,0,0.95,4月は9:00～19:00。
松浦海のふるさと館,長崎県,長崎県松浦市志佐町庄野免226-30,8:30～19:00（施設により異なる）,無休 ; 公式サイト. http://www.umihuru.com/ ; 問い合わせ. 電話：0120-062-004.,33.34864,129.70161,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9D%BE%E6%B5%A6%E6%B5%B7%E3%81%AE%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E9%A4%A8,510,1140,,,0,https://www.michi-no-eki.jp/stations/views/19725,8:30～19:00（施設により異なる）,0,0.8,施設により異なる
生月大橋,長崎県,長崎県平戸市生月町南免4375-1,8:30～17:30（8月は8:30～18:00）,年末年始12/31～1/1. 駐車場: 普通車49台、大型車4台、身障者用2台. バリアフリー.,33.35517,129.43356,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%94%9F%E6%9C%88%E5%A4%A7%E6%A9%8B,510,1050,,,0,https://www.michi-no-eki.jp/stations/views/19719,8:30～17:30（8月は8:30～18:00）,0,0.9,8月は18:00まで営業。
遣唐使ふるさと館,長崎県,長崎県五島市三井楽町浜ノ畔3150-1,9:00～18:00,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,32.73825,128.69031,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%81%A3%E5%94%90%E4%BD%BF%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E9%A4%A8,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19726,9:00～18:00,0,1.0,営業時間情報のみ。
長崎街道鈴田峠,長崎県,長崎県大村市中里町452番地22,9:00～18:00 （施設により異なる）,駐車場,32.88547,130.00733,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%95%B7%E5%B4%8E%E8%A1%97%E9%81%93%E9%88%B4%E7%94%B0%E5%B3%A0,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19858,9:00～18:00 （施設により異なる）,0,0.8,施設により異なる
鷹ら島,長崎県,長崎県松浦市鷹島町神崎免1636番地,8:30～18:30（10月～2月は8:30～18:00）,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,33.43383,129.78244,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%B7%B9%E3%82%89%E5%B3%B6,510,1110,,,1,https://www.michi-no-eki.jp/stations/views/19727,8:30～18:30（10月～2月は8:30～18:00）,0,0.9,10月～2月は18:00まで
あそ望の郷くぎの,熊本県,熊本県,09:00～17:00 ※季節変動あり　※店舗ごとに異なります,不定休,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%9D%E6%9C%9B%E3%81%AE%E9%83%B7%E3%81%8F%E3%81%8E%E3%81%AE,,,09:00~17:00 ※季節変動あり ※店舗ごとに異なります,,1,,,,,
うき,熊本県,熊本県宇城市松橋町久具757-3,9:00 - 18:00,1月1日・1月2日・1月3日,32.65119,130.69769,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%86%E3%81%8D,540,1080,,date:01-01|date:01-02|date:01-03,0,,,,,
うしぶか海彩館,熊本県,熊本県天草市牛深町2286番地116,8:30～21:00（施設により異なる）,2025年6月より休館日無しで毎日営業しております,32.19408,130.02717,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%86%E3%81%97%E3%81%B6%E3%81%8B%E6%B5%B7%E5%BD%A9%E9%A4%A8,510,1260,|都道府県名=熊本県,,1,https://www.michi-no-eki.jp/stations/views/19838,8:30～21:00（施設により異なる）,0,0.9,施設により異なる
きくすい,熊本県,熊本県和水町江田455,9:00～20:00,年末年始（12/31～1/3）,32.97336,130.60225,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8D%E3%81%8F%E3%81%99%E3%81%84,540,1200,,,0,https://www.michi-no-eki.jp/stations/views/19738,9:00～20:00,0,1.0,通常営業時間
すいかの里 植木,熊本県,熊本県熊本市北区植木町岩野160番地1,9:00 - 18:30,毎月第3木曜日、1/1～1/3. 道の駅 ...,32.90797,130.69319,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%99%E3%81%84%E3%81%8B%E3%81%AE%E9%87%8C_%E6%A4%8D%E6%9C%A8,540,1110,,weekly:Thu|nth_weekday:3:Thu|date_range:01-01:01-03,0,,,,,
そよ風パーク,熊本県,熊本県,9:00～17:00(定休日:水曜日),年中無休,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9D%E3%82%88%E9%A2%A8%E3%83%91%E3%83%BC%E3%82%AF,540,1020,電話番号 ・ 営業時間,Wednesday,1,https://www.michi-no-eki.jp/stations/views/19749,9:00～17:00(定休日:水曜日),0,0.95,Standard weekday hours with a Wednesday closure.
たのうら,熊本県,熊本県芦北町大字田浦657番地,9:00～19:00,第2水曜,32.36458,130.51261,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%AE%E3%81%86%E3%82%89,540,1140,9:00 - 19:00（4 - 11月） / 9:00 - 18:00（12 - 3月）,,0,https://www.michi-no-eki.jp/stations/views/19743,9:00～19:00,0,1.0,一般的な営業時間。
みなまた,熊本県,熊本県水俣市月浦54-162,9:00～17:00,毎月第1水曜日、12月31日. □カフェ（ ...,32.19919,130.38161,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%AA%E3%81%BE%E3%81%9F,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19747,9:00～17:00,0,1.0,通常の営業時間
ウェルネスあらお,熊本県,熊本県荒尾市大島1437番地南新地地区12街区1画地,|郵便番号 = 864-0057,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%A6%E3%82%A7%E3%83%AB%E3%83%8D%E3%82%B9%E3%81%82%E3%82%89%E3%81%8A,,,|郵便番号 = 864-0057,,1,,,,,
七城メロンドーム,熊本県,熊本県菊池市七城町岡田306,9:00～18:00,年中無休,32.98044,130.77036,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%83%E5%9F%8E%E3%83%A1%E3%83%AD%E3%83%B3%E3%83%89%E3%83%BC%E3%83%A0,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19736,9:00～18:00,0,0.9,4月営業時間
上天草さんぱーる,熊本県,熊本県上天草市大矢野町中11582番地,8:00～18:00,は3月11日(水)です。,32.57719,130.42006,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%8A%E5%A4%A9%E8%8D%89%E3%81%95%E3%82%93%E3%81%B1%E3%83%BC%E3%82%8B,480,1080,,,0,https://www.michi-no-eki.jp/stations/views/19837,8:00～18:00,0,1.0,通常の営業時間。
不知火,熊本県,熊本県宇城市不知火町永尾1910-1,物産館　9:00～17:00　　　　レストラン　11:00〜15:30,毎週水・木曜日,32.63378,130.62906,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%8D%E7%9F%A5%E7%81%AB,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19733,物産館　9:00～17:00　　　　レストラン　11:00〜15:30,0,0.9,物産館の営業時間。レストランは11:00～15:30
人吉,熊本県,熊本県人吉市赤池原町字牛渡瀬1425-1,9:00〜17:00,年末年始,32.19314,130.78928,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BA%BA%E5%90%89,540,1020,,,0,https://www.michi-no-eki.jp/stations/views/19933,9:00〜17:00,0,1.0,4月の通常営業時間。
坂本,熊本県,熊本県八代市坂本町荒瀬1239-1,10:00～18:00,"毎週木曜日 ※祝日は営業します) 閉館休業中. 駐車台数, 83 ... 田楽やサラダに！ アクセス. 道の駅 坂本 〒869-6115 熊本県八代市坂本町荒瀬1239-1.",32.42669,130.64094,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9D%82%E6%9C%AC,600,1080,,,1,https://www.michi-no-eki.jp/stations/views/19732,10:00～18:00,0,1.0,標準の営業時間
大津,熊本県,熊本県大津町大字引水759,9:00～18:00,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,32.88086,130.89114,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E6%B4%A5,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19731,9:00～18:00,0,1.0,通常の営業時間
大野温泉,熊本県,熊本県,9:00～20:00,（祝日の場合は翌日）,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E9%87%8E%E6%B8%A9%E6%B3%89,540,1200,・料金情報 - じゃらんnet,,1,https://www.michi-no-eki.jp/stations/views/19750,9:00～20:00,0,1.0,None
天草市イルカセンター,熊本県,熊本県天草市五和町二江4689-20,9:00～18:00,のお知らせ】,32.54558,130.13053,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A9%E8%8D%89%E5%B8%82%E3%82%A4%E3%83%AB%E3%82%AB%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19932,9:00～18:00,0,1.0,通常の営業時間。
子守唄の里五木,熊本県,熊本県五木村甲字下手2672番地の54,8:00 - 18:00,温泉は火曜、道の駅は12～3月の第3火曜,32.39881,130.82689,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AD%90%E5%AE%88%E5%94%84%E3%81%AE%E9%87%8C%E4%BA%94%E6%9C%A8,480,1080,,weekly:Tue|nth_weekday:3:Tue,0,,,,,
宇土マリーナ,熊本県,熊本県宇土市下網田町3084番地1,11月～2月　9：00～17：00　 3月～10月　9：00～18：00 ※12月31日　9：00～15：00,1月1日. 詳しいマップをみる. リンク集 LINK. Previous Next.,32.66222,130.52253,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AE%87%E5%9C%9F%E3%83%9E%E3%83%AA%E3%83%BC%E3%83%8A,540,1080,9:30 - 18:00（3月 - 11月） / 9:30 - 17:00（12月 - 2月）,December 31,0,https://www.michi-no-eki.jp/stations/views/19745,11月～2月　9：00～17：00　 3月～10月　9：00～18：00 ※12月31日　9：00～15：00,0,0.9,April corresponds to March - October timeframe. December 31 has a special early closing time.
宮地岳かかしの里,熊本県,熊本県天草市宮地岳町5516-2,おみやげ販売９：００～１８：００（冬季１７：００） 　 レストラン１１：００～１５：００（ラストオーダー１４：３０）,第１・第３水曜,32.38514,130.12636,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AE%AE%E5%9C%B0%E5%B2%B3%E3%81%8B%E3%81%8B%E3%81%97%E3%81%AE%E9%87%8C,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/19953,おみやげ販売９：００～１８：００（冬季１７：００） 　 レストラン１１：００～１５：００（ラストオーダー１４：３０）,0,0.8,おみやげ販売の営業時間。冬季は17:00まで。
